datetime,Open,High,Low,Close,Volume
2019-01-01 00:00:00+00:00,0.70480001,0.70684999,0.70450002,0.70520002,0.0
2019-01-02 00:00:00+00:00,0.70529997,0.70550001,0.69805002,0.69840002,0.0
2019-01-03 00:00:00+00:00,0.69849998,0.70204997,0.67427498,0.70050001,0.0
2019-01-04 00:00:00+00:00,0.70060003,0.71254998,0.69924998,0.7112,0.0
2019-01-07 00:00:00+00:00,0.71160001,0.71515,0.71085,0.71469998,0.0
2019-01-08 00:00:00+00:00,0.71485001,0.71509999,0.71155,0.71390003,0.0
2019-01-09 00:00:00+00:00,0.71404999,0.71950001,0.71335,0.71700001,0.0
2019-01-10 00:00:00+00:00,0.71710002,0.71990001,0.71450001,0.71850002,0.0
2019-01-11 00:00:00+00:00,0.71850002,0.72364998,0.71810001,0.72149998,0.0
2019-01-14 00:00:00+00:00,0.72049999,0.72189999,0.71745002,0.71950001,0.0
2019-01-15 00:00:00+00:00,0.71960002,0.7227,0.71785003,0.72000003,0.0
2019-01-16 00:00:00+00:00,0.72014999,0.72135001,0.71605003,0.7166,0.0
2019-01-17 00:00:00+00:00,0.71679997,0.72224998,0.71455002,0.7191,0.0
2019-01-18 00:00:00+00:00,0.71929997,0.72149998,0.71605003,0.71670002,0.0
2019-01-21 00:00:00+00:00,0.71654999,0.71885002,0.71385002,0.71579999,0.0
2019-01-22 00:00:00+00:00,0.71595001,0.71619999,0.71144998,0.71219999,0.0
2019-01-23 00:00:00+00:00,0.71240002,0.71455002,0.71160001,0.7141,0.0
2019-01-24 00:00:00+00:00,0.71429998,0.71675003,0.70795,0.7094,0.0
2019-01-25 00:00:00+00:00,0.70975,0.71864998,0.70749998,0.71820003,0.0
2019-01-28 00:00:00+00:00,0.71864998,0.72049999,0.71595001,0.71649998,0.0
2019-01-29 00:00:00+00:00,0.71654999,0.71775001,0.71375,0.71530002,0.0
2019-01-30 00:00:00+00:00,0.7155,0.72745001,0.71490002,0.72460002,0.0
2019-01-31 00:00:00+00:00,0.72465003,0.72965002,0.72409999,0.72719997,0.0
2019-02-01 00:00:00+00:00,0.72759998,0.72855002,0.72350001,0.72490001,0.0
2019-02-04 00:00:00+00:00,0.72460002,0.72555,0.72100002,0.72240001,0.0
2019-02-05 00:00:00+00:00,0.72259998,0.72654998,0.71925002,0.7234,0.0
2019-02-06 00:00:00+00:00,0.7234,0.72465003,0.71030003,0.71030003,0.0
2019-02-07 00:00:00+00:00,0.71055001,0.71184999,0.70880002,0.70990002,0.0
2019-02-08 00:00:00+00:00,0.7101,0.71069998,0.70595002,0.70880002,0.0
2019-02-11 00:00:00+00:00,0.70875001,0.71104997,0.70560002,0.70590001,0.0
2019-02-12 00:00:00+00:00,0.70625001,0.71039999,0.70525002,0.70929998,0.0
2019-02-13 00:00:00+00:00,0.70920002,0.71375,0.70850003,0.70880002,0.0
2019-02-14 00:00:00+00:00,0.70889997,0.71335,0.70725,0.7105,0.0
2019-02-15 00:00:00+00:00,0.71055001,0.71495003,0.70784998,0.71390003,0.0
2019-02-18 00:00:00+00:00,0.71394998,0.71619999,0.71235001,0.713,0.0
2019-02-19 00:00:00+00:00,0.71310002,0.71749997,0.71020001,0.71630001,0.0
2019-02-20 00:00:00+00:00,0.7166,0.7184,0.71399999,0.71630001,0.0
2019-02-21 00:00:00+00:00,0.71640003,0.72084999,0.70700002,0.70920002,0.0
2019-02-22 00:00:00+00:00,0.70910001,0.71515,0.70824999,0.71270001,0.0
2019-02-25 00:00:00+00:00,0.71259999,0.71855003,0.71210003,0.71649998,0.0
2019-02-26 00:00:00+00:00,0.71670002,0.71955001,0.7141,0.71859998,0.0
2019-02-27 00:00:00+00:00,0.71859998,0.71995002,0.71265,0.71380001,0.0
2019-02-28 00:00:00+00:00,0.71390003,0.71675003,0.70894998,0.7094,0.0
2019-03-01 00:00:00+00:00,0.7094,0.7123,0.70684999,0.708,0.0
2019-03-04 00:00:00+00:00,0.70819998,0.71205002,0.70740002,0.70920002,0.0
2019-03-05 00:00:00+00:00,0.70920002,0.7098,0.7058,0.70819998,0.0
2019-03-06 00:00:00+00:00,0.70835,0.70934999,0.70200002,0.70319998,0.0
2019-03-07 00:00:00+00:00,0.70319998,0.70525002,0.70034999,0.70130002,0.0
2019-03-08 00:00:00+00:00,0.7015,0.70534998,0.70020002,0.70450002,0.0
2019-03-11 00:00:00+00:00,0.70434999,0.70784998,0.70249999,0.7069,0.0
2019-03-12 00:00:00+00:00,0.70705003,0.70934999,0.70564997,0.708,0.0
2019-03-13 00:00:00+00:00,0.70819998,0.70994997,0.70485002,0.70929998,0.0
2019-03-14 00:00:00+00:00,0.7094,0.70985001,0.70405,0.70639998,0.0
2019-03-15 00:00:00+00:00,0.70639998,0.70985001,0.70599997,0.7087,0.0
2019-03-18 00:00:00+00:00,0.70810002,0.71210003,0.7076,0.71020001,0.0
2019-03-19 00:00:00+00:00,0.71034998,0.7112,0.70840001,0.7087,0.0
2019-03-20 00:00:00+00:00,0.70859998,0.71509999,0.70560002,0.71149999,0.0
2019-03-21 00:00:00+00:00,0.71155,0.71689999,0.70885003,0.71109998,0.0
2019-03-22 00:00:00+00:00,0.7112,0.71205002,0.70744997,0.70819998,0.0
2019-03-25 00:00:00+00:00,0.70784998,0.71179998,0.70644999,0.71109998,0.0
2019-03-26 00:00:00+00:00,0.71125001,0.71485001,0.71060002,0.71340001,0.0
2019-03-27 00:00:00+00:00,0.71345001,0.71429998,0.70670003,0.70840001,0.0
2019-03-28 00:00:00+00:00,0.70845002,0.71074998,0.70630002,0.70749998,0.0
2019-03-29 00:00:00+00:00,0.70770001,0.71060002,0.70714998,0.7094,0.0
2019-04-01 00:00:00+00:00,0.71160001,0.71335,0.71020001,0.71109998,0.0
2019-04-02 00:00:00+00:00,0.7112,0.71305001,0.70515001,0.70700002,0.0
2019-04-03 00:00:00+00:00,0.70709997,0.71305001,0.70529997,0.7112,0.0
2019-04-04 00:00:00+00:00,0.71125001,0.71284997,0.70964998,0.71109998,0.0
2019-04-05 00:00:00+00:00,0.7112,0.71324998,0.70910001,0.7105,0.0
2019-04-08 00:00:00+00:00,0.7101,0.71329999,0.70864999,0.71259999,0.0
2019-04-09 00:00:00+00:00,0.71270001,0.71534997,0.71174997,0.71219999,0.0
2019-04-10 00:00:00+00:00,0.7123,0.71759999,0.71085,0.71700001,0.0
2019-04-11 00:00:00+00:00,0.71710002,0.71735001,0.71149999,0.7123,0.0
2019-04-12 00:00:00+00:00,0.71240002,0.71934998,0.71144998,0.71710002,0.0
2019-04-15 00:00:00+00:00,0.7173,0.71850002,0.71625,0.7173,0.0
2019-04-16 00:00:00+00:00,0.71740001,0.71805,0.71385002,0.71749997,0.0
2019-04-17 00:00:00+00:00,0.71749997,0.72070003,0.71525002,0.71780002,0.0
2019-04-18 00:00:00+00:00,0.71789998,0.72000003,0.71350002,0.71499997,0.0
2019-04-19 00:00:00+00:00,0.71520001,0.71609998,0.71425003,0.71520001,0.0
2019-04-22 00:00:00+00:00,0.71495003,0.71605003,0.71275002,0.71329999,0.0
2019-04-23 00:00:00+00:00,0.71345001,0.71404999,0.708,0.7101,0.0
2019-04-24 00:00:00+00:00,0.71020001,0.71039999,0.70034999,0.7015,0.0
2019-04-25 00:00:00+00:00,0.7015,0.70235002,0.69870001,0.70130002,0.0
2019-04-26 00:00:00+00:00,0.70165002,0.70625001,0.70064998,0.70389998,0.0
2019-04-29 00:00:00+00:00,0.70424998,0.7062,0.70300001,0.70550001,0.0
2019-04-30 00:00:00+00:00,0.70569998,0.70705003,0.70300001,0.70480001,0.0
2019-05-01 00:00:00+00:00,0.70494998,0.70625001,0.70060003,0.70130002,0.0
2019-05-02 00:00:00+00:00,0.7015,0.70305002,0.69940001,0.69999999,0.0
2019-05-03 00:00:00+00:00,0.70029998,0.70254999,0.69840002,0.70230001,0.0
2019-05-06 00:00:00+00:00,0.69835001,0.70034999,0.69615,0.69889998,0.0
2019-05-07 00:00:00+00:00,0.699,0.70490003,0.69805002,0.70109999,0.0
2019-05-08 00:00:00+00:00,0.70125002,0.70279998,0.69845003,0.69880003,0.0
2019-05-09 00:00:00+00:00,0.69889998,0.69994998,0.69634998,0.69880003,0.0
2019-05-10 00:00:00+00:00,0.69889998,0.70195001,0.69784999,0.69999999,0.0
2019-05-13 00:00:00+00:00,0.70005,0.70064998,0.69395,0.6943,0.0
2019-05-14 00:00:00+00:00,0.69445002,0.69604999,0.69340003,0.69410002,0.0
2019-05-15 00:00:00+00:00,0.69440001,0.69489998,0.69134998,0.69270003,0.0
